/home/pytorch/torch/extension.h,<torch/all.h> <torch/python.h> 
/home/pytorch/torch/csrc/autograd/profiler.cpp,<torch/csrc/autograd/profiler.h> <torch/csrc/jit/code_template.h> <fstream> <list> <mutex> <sstream> <string> <vector> 
/home/pytorch/torch/csrc/autograd/function.h,<torch/csrc/autograd/edge.h> <torch/csrc/autograd/grad_mode.h> <torch/csrc/autograd/anomaly_mode.h> <torch/csrc/autograd/profiler.h> <torch/csrc/autograd/saved_variable.h> <torch/csrc/autograd/input_metadata.h> <torch/csrc/autograd/variable.h> <torch/csrc/utils/python_stub.h> <torch/csrc/utils/variadic.h> <ATen/core/EnableNamedTensor.h> <ATen/ATen.h> <c10/util/Exception.h> <algorithm> <cstdint> <initializer_list> <memory> <string> <utility> <vector> 
/home/pytorch/torch/csrc/autograd/python_variable_indexing.h,<torch/csrc/python_headers.h> 
/home/pytorch/torch/csrc/autograd/python_legacy_variable.cpp,<torch/csrc/autograd/python_legacy_variable.h> <ATen/ATen.h> <torch/csrc/Exceptions.h> <torch/csrc/autograd/python_function.h> <torch/csrc/autograd/python_variable.h> <torch/csrc/tensor/python_tensor.h> <torch/csrc/jit/tracer.h> 
/home/pytorch/torch/csrc/autograd/function_hook.h,<vector> <torch/csrc/WindowsTorchApiMacro.h> 
/home/pytorch/torch/csrc/autograd/VariableTypeManual.cpp,<c10/util/Optional.h> <c10/core/ScalarType.h> <torch/csrc/autograd/VariableTypeUtils.h> <torch/csrc/utils/memory.h> <torch/csrc/autograd/utils/error_messages.h> 
/home/pytorch/torch/csrc/autograd/anomaly_mode.h,<torch/csrc/WindowsTorchApiMacro.h> 
/home/pytorch/torch/csrc/autograd/edge.h,<cstdint> <functional> <memory> <torch/csrc/utils/hash.h> 
/home/pytorch/torch/csrc/autograd/init.cpp,<torch/csrc/python_headers.h> <torch/csrc/Exceptions.h> <torch/csrc/utils/pybind.h> <torch/csrc/autograd/grad_mode.h> <torch/csrc/autograd/profiler.h> <torch/csrc/autograd/python_function.h> <torch/csrc/autograd/function.h> 
/home/pytorch/torch/csrc/autograd/VariableTypeUtils.h,<torch/csrc/autograd/generated/VariableType.h> <torch/csrc/autograd/variable.h> <torch/csrc/autograd/function.h> <torch/csrc/autograd/edge.h> <torch/csrc/autograd/grad_mode.h> <torch/csrc/autograd/saved_variable.h> <torch/csrc/autograd/generated/Functions.h> <torch/csrc/autograd/functions/tensor.h> <torch/csrc/autograd/functions/basic_ops.h> <torch/csrc/jit/tracer.h> <torch/csrc/jit/constants.h> <torch/csrc/jit/ir.h> <torch/csrc/utils/variadic.h> <torch/csrc/autograd/functions/utils.h> <array> <cstddef> <functional> <initializer_list> <memory> <stdexcept> <string> <tuple> <utility> <vector> 
/home/pytorch/torch/csrc/autograd/python_legacy_variable.h,<torch/csrc/python_headers.h> 
/home/pytorch/torch/csrc/autograd/saved_variable.cpp,<torch/csrc/autograd/saved_variable.h> <torch/csrc/autograd/edge.h> <torch/csrc/autograd/function.h> <torch/csrc/autograd/variable.h> <torch/csrc/autograd/anomaly_mode.h> <ATen/Tensor.h> <cstdint> <list> <memory> <sstream> 
/home/pytorch/torch/csrc/autograd/python_autograd.h,<torch/csrc/autograd/python_function.h> <torch/csrc/autograd/python_variable.h> <torch/csrc/autograd/python_engine.h> 
/home/pytorch/torch/csrc/autograd/python_hook.cpp,<torch/csrc/autograd/python_hook.h> <sstream> <torch/csrc/THP.h> <torch/csrc/autograd/python_variable.h> <torch/csrc/utils/auto_gil.h> <torch/csrc/utils/object_ptr.h> <torch/csrc/utils/python_strings.h> <torch/csrc/Exceptions.h> 
/home/pytorch/torch/csrc/autograd/python_engine.cpp,<torch/csrc/autograd/python_engine.h> <torch/csrc/DynamicTypes.h> <torch/csrc/PtrWrapper.h> <torch/csrc/THP.h> <torch/csrc/autograd/edge.h> <torch/csrc/autograd/engine.h> <torch/csrc/autograd/function.h> <torch/csrc/autograd/python_anomaly_mode.h> <torch/csrc/autograd/python_function.h> <torch/csrc/utils/auto_gil.h> <ATen/core/EnableNamedTensor.h> <pthread.h> <unordered_set> unique_ptr 
/home/pytorch/torch/csrc/autograd/cpp_hook.h,<torch/csrc/autograd/function_hook.h> <functional> <memory> 
/home/pytorch/torch/csrc/autograd/engine.h,<ATen/ThreadLocalDebugInfo.h> <torch/csrc/WindowsTorchApiMacro.h> <torch/csrc/autograd/anomaly_mode.h> <torch/csrc/autograd/function.h> <torch/csrc/autograd/functions/basic_ops.h> <torch/csrc/autograd/input_buffer.h> <deque> <exception> <functional> <memory> <queue> <unordered_map> <utility> <vector> <thread> 
/home/pytorch/torch/csrc/autograd/symbolic.h,<torch/csrc/jit/ir.h> <torch/csrc/onnx/onnx.h> <vector> 
/home/pytorch/torch/csrc/autograd/input_buffer.cpp,<torch/csrc/autograd/input_buffer.h> <c10/core/DeviceGuard.h> <c10/core/StreamGuard.h> <c10/core/Event.h> <c10/util/Optional.h> <cstddef> <utility> <vector> 
